ticker,fast,slow,fee_bps,cagr,sharpe,max_dd,trades,final_equity
AAPL,10,200,5.0,0.21662976708994797,0.9690609589952549,-0.3142728118396815,15,7.077742026317034
AAPL,25,200,5.0,0.20175336247383302,0.8958334493009852,-0.332586568728117,11,6.259934969897848
AAPL,30,180,5.0,0.19803619648753457,0.8828623238930982,-0.3536073637750742,11,6.069353785471182
AAPL,30,200,5.0,0.19742449834568476,0.8772869743167258,-0.37665584614828707,11,6.038496928503814
AAPL,15,200,5.0,0.1951305679992128,0.8825200972939357,-0.3310076041232466,15,5.924033782717496
AAPL,5,180,5.0,0.19432261579180166,0.9076835886463468,-0.27110442389037126,31,5.884185704645739
AAPL,25,180,5.0,0.18979340668263767,0.8546987190140971,-0.3251751901782566,13,5.6652375845100345
AAPL,5,200,5.0,0.18874689487807528,0.8796071507244243,-0.3382706580016299,31,5.615702422010077
AAPL,15,180,5.0,0.18433293122183514,0.8458927243726142,-0.3227860292048029,17,5.411033710269678
AAPL,10,180,5.0,0.18165351213593195,0.8519951727340451,-0.3595408991562403,19,5.290091752945779
AAPL,5,40,5.0,0.17641511731334925,0.9578292129959952,-0.2453310071539917,85,5.060645956981978
AAPL,20,200,5.0,0.17571244942441533,0.807526799385483,-0.3579101912079863,13,5.030559678827585
AAPL,10,60,5.0,0.17094085922847624,0.9014206487404366,-0.2772057113845443,55,4.830474416070371
AAPL,5,60,5.0,0.1683635314838614,0.9005362260143203,-0.2525737198026641,65,4.725405627612928
AAPL,20,40,5.0,0.166090465591193,0.8832043355978156,-0.2531125279703953,65,4.6344520335434884
AAPL,15,160,5.0,0.1653715914175795,0.780798890066498,-0.31994000773157416,23,4.606016941778345
AAPL,5,160,5.0,0.16363519935526893,0.79795662371189,-0.32310428803816027,37,4.537980335971067
AAPL,20,180,5.0,0.16173283876014555,0.758270624997968,-0.34365347053857265,15,4.464479843818263
AAPL,15,40,5.0,0.16148333533992942,0.874831357872485,-0.26178768168320554,63,4.4549198020820535
AAPL,20,160,5.0,0.16042906158923276,0.7583925980539384,-0.3441969884763363,19,4.41472698980266
AAPL,10,80,5.0,0.15844243784581913,0.8243457985084193,-0.26131284025972945,45,4.339875176438187
AAPL,5,100,5.0,0.15522773922550437,0.8019662685888154,-0.33517306724267937,47,4.221168425876402
AAPL,20,140,5.0,0.1548952737474627,0.744729088137664,-0.3152765020284142,21,4.209059992820221
